日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2026-06-08,13:45:00,基金,日经ETF(513520.XSHG),卖,市价单,-218700股,2.2,-481140,-218700股,-,-6123.6,96.23,全部成交,2026-06-08 13:45:00
2026-06-09,13:10:00,基金,日经ETF(513520.XSHG),买,市价单,205100股,2.345,480959.5,205100股,-,0,96.19,全部成交,2026-06-09 13:10:00
2026-06-10,13:09:00,基金,日经ETF(513520.XSHG),卖,市价单,-205100股,2.275,-466602.5,-205100股,-,-14357,93.32,全部成交,2026-06-10 13:09:00
2026-06-10,13:10:00,基金,道琼斯(513400.XSHG),买,市价单,371400股,1.256,466478.4,371400股,-,0,93.3,全部成交,2026-06-10 13:10:00
2026-06-11,13:09:00,基金,道琼斯(513400.XSHG),卖,市价单,-371400股,1.237,-459421.8,-371400股,-,-7056.6,91.88,全部成交,2026-06-11 13:09:00
2026-06-15,13:10:00,基金,日经ETF(513520.XSHG),买,市价单,189700股,2.42,459074,189700股,-,0,91.81,全部成交,2026-06-15 13:10:00
2026-06-23,13:01:00,基金,日经ETF(513520.XSHG),卖,市价单,-189700股,2.482,-470835.4,-189700股,-,11761.4,94.17,全部成交,2026-06-23 13:01:00
2026-06-23,13:10:00,基金,道琼斯(513400.XSHG),买,市价单,367000股,1.283,470861,367000股,-,0,94.17,全部成交,2026-06-23 13:10:00
2026-06-25,13:09:00,基金,道琼斯(513400.XSHG),卖,市价单,-367000股,1.3,-477100,-367000股,-,6239,95.42,全部成交,2026-06-25 13:09:00
2026-06-25,13:10:00,基金,科创板50(588080.XSHG),买,市价单,226400股,2.106,476798.4,226400股,-,0,95.36,全部成交,2026-06-25 13:10:00
2026-07-02,09:45:00,基金,科创板50(588080.XSHG),卖,市价单,-226400股,2.102,-475892.8,-226400股,-,-905.6,95.18,全部成交,2026-07-02 09:45:00
2026-07-02,13:10:00,基金,纳指生物(513290.XSHG),买,市价单,289400股,1.644,475773.6,289400股,-,0,95.15,全部成交,2026-07-02 13:10:00
2026-07-07,09:45:00,基金,纳指生物(513290.XSHG),卖,市价单,-289400股,1.728,-500083.2,-289400股,-,24309.6,100.02,全部成交,2026-07-07 09:45:00
2026-07-07,13:10:00,基金,科创板50(588080.XSHG),买,市价单,245400股,2.037,499879.8,245400股,-,0,99.98,全部成交,2026-07-07 13:10:00
2026-07-09,13:09:00,基金,科创板50(588080.XSHG),卖,市价单,-245400股,2.159,-529818.6,-245400股,-,29938.8,105.96,全部成交,2026-07-09 13:09:00
2026-07-09,13:10:00,基金,纳指生物(513290.XSHG),买,市价单,307600股,1.722,529687.2,307600股,-,0,105.94,全部成交,2026-07-09 13:10:00
2026-07-10,13:09:00,基金,纳指生物(513290.XSHG),卖,市价单,-307600股,1.729,-531840.4,-307600股,-,2153.2,106.37,全部成交,2026-07-10 13:09:00
2026-07-10,13:10:00,基金,科创板50(588080.XSHG),买,市价单,235100股,2.261,531561.1,235100股,-,0,106.31,全部成交,2026-07-10 13:10:00
2026-07-13,09:45:00,基金,科创板50(588080.XSHG),卖,市价单,-235100股,2.149,-505229.9,-235100股,-,-26331.2,101.05,全部成交,2026-07-13 09:45:00
2026-07-13,13:10:00,基金,豆粕ETF华夏(159985.XSHE),买,市价单,230300股,2.193,505047.9,230300股,-,0,101.01,全部成交,2026-07-13 13:10:00
2026-07-17,09:45:00,基金,豆粕ETF华夏(159985.XSHE),卖,市价单,-230300股,2.135,-491690.5,-230300股,-,-13357.4,98.34,全部成交,2026-07-17 09:45:00
2026-07-17,13:10:00,基金,恒生ETF华夏(159920.XSHE),买,市价单,338900股,1.45,491405,338900股,-,0,98.28,全部成交,2026-07-17 13:10:00
2026-07-21,13:09:00,基金,恒生ETF华夏(159920.XSHE),卖,市价单,-338900股,1.49,-504961,-338900股,-,13556,100.99,全部成交,2026-07-21 13:09:00
2026-07-21,13:10:00,基金,南方原油(501018.XSHG),买,市价单,253800股,1.989,504808.2,253800股,-,0,100.96,全部成交,2026-07-21 13:10:00
2026-07-27,09:45:00,基金,南方原油(501018.XSHG),卖,市价单,-253800股,1.941,-492625.8,-253800股,-,-12182.4,98.53,全部成交,2026-07-27 09:45:00
2026-07-27,13:10:00,基金,豆粕ETF华夏(159985.XSHE),买,市价单,216100股,2.279,492491.9,216100股,-,0,98.5,全部成交,2026-07-27 13:10:00
