日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2026-04-27,13:09:00,基金,纳指科技ETF景顺(159509.XSHE),卖,市价单,-197200股,2.365,-466378,-197200股,-,13804,93.28,全部成交,2026-04-27 13:09:00
2026-04-27,13:10:00,基金,创业板成长ETF华夏(159967.XSHE),买,市价单,601000股,0.776,466376,601000股,-,0,93.28,全部成交,2026-04-27 13:10:00
2026-05-07,13:09:00,基金,创业板成长ETF华夏(159967.XSHE),卖,市价单,-601000股,0.818,-491618,-601000股,-,25242,98.32,全部成交,2026-05-07 13:09:00
2026-05-07,13:10:00,基金,中韩芯片(513310.XSHG),买,市价单,98200股,5.002,491196.4,98200股,-,0,98.24,全部成交,2026-05-07 13:10:00
2026-05-12,13:09:00,基金,中韩芯片(513310.XSHG),卖,市价单,-98200股,5.734,-563078.8,-98200股,-,71882.4,112.62,全部成交,2026-05-12 13:09:00
2026-05-12,13:10:00,基金,科创板50(588080.XSHG),买,市价单,323200股,1.742,563014.4,323200股,-,0,112.6,全部成交,2026-05-12 13:10:00
2026-05-15,09:45:00,基金,科创板50(588080.XSHG),卖,市价单,-323200股,1.747,-564630.4,-323200股,-,1616,112.93,全部成交,2026-05-15 09:45:00
2026-05-15,13:10:00,基金,纳指科技ETF景顺(159509.XSHE),买,市价单,219100股,2.576,564401.6,219100股,-,0,112.88,全部成交,2026-05-15 13:10:00
2026-05-18,13:09:00,基金,纳指科技ETF景顺(159509.XSHE),卖,市价单,-219100股,2.507,-549283.7,-219100股,-,-15117.9,109.86,全部成交,2026-05-18 13:09:00
2026-05-18,13:10:00,基金,科创板50(588080.XSHG),买,市价单,312900股,1.755,549139.5,312900股,-,0,109.83,全部成交,2026-05-18 13:10:00
2026-05-22,09:45:00,基金,科创板50(588080.XSHG),卖,市价单,-312900股,1.806,-565097.4,-312900股,-,15957.9,113.02,全部成交,2026-05-22 09:45:00
2026-05-22,13:10:00,基金,纳指科技ETF景顺(159509.XSHE),买,市价单,215800股,2.617,564748.6,215800股,-,0,112.95,全部成交,2026-05-22 13:10:00
2026-05-26,13:09:00,基金,纳指科技ETF景顺(159509.XSHE),卖,市价单,-215800股,2.676,-577480.8,-215800股,-,12732.2,115.5,全部成交,2026-05-26 13:09:00
2026-05-26,13:10:00,基金,科创板50(588080.XSHG),买,市价单,305600股,1.889,577278.4,305600股,-,0,115.46,全部成交,2026-05-26 13:10:00
2026-05-29,13:09:00,基金,科创板50(588080.XSHG),卖,市价单,-305600股,1.822,-556803.2,-305600股,-,-20475.2,111.36,全部成交,2026-05-29 13:09:00
2026-05-29,13:10:00,基金,创业板成长ETF华夏(159967.XSHE),买,市价单,585900股,0.95,556605,585900股,-,0,111.32,全部成交,2026-05-29 13:10:00
2026-06-01,10:45:00,基金,创业板成长ETF华夏(159967.XSHE),卖,市价单,-585900股,0.91,-533169,-585900股,-,-23436,106.63,全部成交,2026-06-01 10:45:00
2026-06-01,13:10:00,基金,纳指ETF(513100.XSHG),买,市价单,225000股,2.369,533025,225000股,-,0,106.6,全部成交,2026-06-01 13:10:00
2026-06-03,13:09:00,基金,纳指ETF(513100.XSHG),卖,市价单,-225000股,2.31,-519750,-225000股,-,-13275,103.95,全部成交,2026-06-03 13:09:00
2026-06-03,13:10:00,基金,中韩芯片(513310.XSHG),买,市价单,84600股,6.135,519021,84600股,-,0,103.8,全部成交,2026-06-03 13:10:00
2026-06-04,13:09:00,基金,中韩芯片(513310.XSHG),卖,市价单,-84600股,6.03,-510138,-84600股,-,-8883,102.03,全部成交,2026-06-04 13:09:00
2026-06-04,13:10:00,基金,创业板成长ETF华夏(159967.XSHE),买,市价单,531100股,0.961,510387.1,531100股,-,0,102.08,全部成交,2026-06-04 13:10:00
2026-06-05,14:30:00,基金,创业板成长ETF华夏(159967.XSHE),卖,市价单,-531100股,0.918,-487549.8,-531100股,-,-22837.3,97.51,全部成交,2026-06-05 14:30:00
2026-06-08,13:10:00,基金,日经ETF(513520.XSHG),买,市价单,218700股,2.228,487263.6,218700股,-,0,97.45,全部成交,2026-06-08 13:10:00
