日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2026-01-05,13:11:00,基金,国防ETF(512670.XSHG),买,市价单,244800股,0.927,226929.6,244800股,-,0,22.69,全部成交,2026-01-05 13:11:00
2026-01-06,13:10:00,基金,国防ETF(512670.XSHG),卖,市价单,-244800股,0.936,-229132.8,-244800股,-,2203.2,22.91,全部成交,2026-01-06 13:10:00
2026-01-06,13:11:00,基金,通信ETF富国(159583.XSHE),买,市价单,173400股,1.321,229061.4,173400股,-,0,22.91,全部成交,2026-01-06 13:11:00
2026-01-08,13:10:00,基金,通信ETF富国(159583.XSHE),卖,市价单,-173400股,1.35,-234090,-173400股,-,5028.6,23.41,全部成交,2026-01-08 13:10:00
2026-01-08,13:11:00,基金,矿业ETF(561330.XSHG),买,市价单,114300股,2.047,233972.1,114300股,-,0,23.4,全部成交,2026-01-08 13:11:00
2026-01-09,13:10:00,基金,矿业ETF(561330.XSHG),卖,市价单,-114300股,2.096,-239572.8,-114300股,-,5600.7,23.96,全部成交,2026-01-09 13:10:00
2026-01-09,13:11:00,基金,芯片设备(561980.XSHG),买,市价单,103300股,2.319,239552.7,103300股,-,0,23.96,全部成交,2026-01-09 13:11:00
2026-01-12,13:10:00,基金,芯片设备(561980.XSHG),卖,市价单,-103300股,2.376,-245440.8,-103300股,-,5888.1,24.54,全部成交,2026-01-12 13:10:00
2026-01-12,13:11:00,基金,化工ETF鹏华(159870.XSHE),买,市价单,289400股,0.848,245411.2,289400股,-,0,24.54,全部成交,2026-01-12 13:11:00
2026-01-16,13:10:00,基金,化工ETF鹏华(159870.XSHE),卖,市价单,-289400股,0.862,-249462.8,-289400股,-,4051.6,24.95,全部成交,2026-01-16 13:10:00
2026-01-16,13:11:00,基金,机器人(562500.XSHG),买,市价单,225900股,1.104,249393.6,225900股,-,0,24.94,全部成交,2026-01-16 13:11:00
2026-01-19,13:10:00,基金,机器人(562500.XSHG),卖,市价单,-225900股,1.118,-252556.2,-225900股,-,3162.6,25.26,全部成交,2026-01-19 13:10:00
2026-01-19,13:11:00,基金,化工ETF鹏华(159870.XSHE),买,市价单,286000股,0.883,252538,286000股,-,0,25.25,全部成交,2026-01-19 13:11:00
2026-01-27,13:10:00,基金,化工ETF鹏华(159870.XSHE),卖,市价单,-286000股,0.904,-258544,-286000股,-,6006,25.85,全部成交,2026-01-27 13:10:00
2026-01-27,13:11:00,基金,石化ETF华夏(159731.XSHE),买,市价单,253700股,1.019,258520.3,253700股,-,0,25.85,全部成交,2026-01-27 13:11:00
2026-01-28,13:10:00,基金,石化ETF华夏(159731.XSHE),卖,市价单,-253700股,1.067,-270697.9,-253700股,-,12177.6,27.07,全部成交,2026-01-28 13:10:00
2026-01-28,13:11:00,基金,文娱ETF(516190.XSHG),买,市价单,189400股,1.429,270652.6,189400股,-,0,27.07,全部成交,2026-01-28 13:11:00
2026-01-29,13:10:00,基金,文娱ETF(516190.XSHG),卖,市价单,-189400股,1.471,-278607.4,-189400股,-,7954.8,27.86,全部成交,2026-01-29 13:10:00
2026-01-29,13:11:00,基金,芯片ETF华夏(159995.XSHE),买,市价单,138500股,2.01,278385,138500股,-,0,27.84,全部成交,2026-01-29 13:11:00
2026-01-30,13:10:00,基金,芯片ETF华夏(159995.XSHE),卖,市价单,-138500股,2.012,-278662,-138500股,-,277,27.87,全部成交,2026-01-30 13:10:00
2026-01-30,13:11:00,基金,AI科创(588760.XSHG),买,市价单,319700股,0.872,278778.4,319700股,-,0,27.88,全部成交,2026-01-30 13:11:00
2026-02-03,13:10:00,基金,AI科创(588760.XSHG),卖,市价单,-319700股,0.844,-269826.8,-319700股,-,-8951.6,26.98,全部成交,2026-02-03 13:10:00
2026-02-03,13:11:00,基金,电网设备ETF华夏(159326.XSHE),买,市价单,152000股,1.774,269648,152000股,-,0,26.96,全部成交,2026-02-03 13:11:00
2026-02-05,10:31:00,基金,电网设备ETF华夏(159326.XSHE),卖,市价单,-76000股,1.731,-131556,-76000股,-,-3268,13.16,全部成交,2026-02-05 10:31:00
2026-02-05,13:10:00,基金,电网设备ETF华夏(159326.XSHE),卖,市价单,-76000股,1.724,-131024,-76000股,-,-3800,13.1,全部成交,2026-02-05 13:10:00
2026-02-05,13:11:00,基金,标普油气ETF嘉实(159518.XSHE),买,市价单,266400股,0.986,262670.4,266400股,-,0,26.27,全部成交,2026-02-05 13:11:00
2026-02-12,13:10:00,基金,标普油气ETF嘉实(159518.XSHE),卖,市价单,-266400股,1.037,-276256.8,-266400股,-,13586.4,27.63,全部成交,2026-02-12 13:10:00
2026-02-12,13:11:00,基金,中韩芯片(513310.XSHG),买,市价单,79400股,3.478,276153.2,79400股,-,0,27.62,全部成交,2026-02-12 13:11:00
2026-02-26,13:10:00,基金,中韩芯片(513310.XSHG),卖,市价单,-79400股,4.195,-333083,-79400股,-,56929.8,33.31,全部成交,2026-02-26 13:10:00
2026-02-26,13:11:00,基金,油气ETF(513350.XSHG),买,市价单,292600股,1.138,332978.8,292600股,-,0,33.3,全部成交,2026-02-26 13:11:00
2026-03-04,13:10:00,基金,油气ETF(513350.XSHG),卖,市价单,-292600股,1.463,-428073.8,-292600股,-,95095,42.81,全部成交,2026-03-04 13:10:00
2026-03-04,13:11:00,基金,红利ETF(510880.XSHG),买,市价单,130200股,3.286,427837.2,130200股,-,0,42.78,全部成交,2026-03-04 13:11:00
2026-03-06,13:10:00,基金,红利ETF(510880.XSHG),卖,市价单,-130200股,3.257,-424061.4,-130200股,-,-3775.8,42.41,全部成交,2026-03-06 13:10:00
